,1,113,240,0,,2000,,,279,513,17,False
,1,113,240,0,,2000,,,606,363,17,False
,1,113,240,0,,2000,,,534,492,17,False
,1,113,240,0,,2000,,,499,524,17,False
,1,113,240,0,,2000,,,570,429,17,False
,1,113,240,0,,2000,,,533,427,17,False
,1,113,240,0,,2000,,,263,481,17,False
,1,113,240,0,,2000,,,552,460,17,False
,1,113,240,0,,2000,,,209,386,17,False
,1,113,240,0,,2000,,,289,249,17,False
,1,113,240,0,,2000,,,244,449,17,False
,1,113,240,0,,2000,,,531,366,17,False
,1,113,240,0,,2000,,,319,538,17,False
,1,113,240,0,,2000,,,379,344,17,False
,1,113,240,0,,2000,,,513,396,17,False
,1,113,240,0,,2000,,,236,343,17,False
,1,113,240,0,,2000,,,316,378,17,False
,1,113,240,0,,2000,,,394,300,17,False
,1,113,240,0,,2000,,,467,299,17,False
,1,113,240,0,,2000,,,448,269,17,False
,1,113,240,0,,2000,,,406,471,17,False
,1,113,240,0,,2000,,,421,366,17,False
,1,113,240,0,,2000,,,476,397,17,False
,1,113,240,0,,2000,,,430,300,17,False
,1,113,240,0,,2000,,,569,365,17,False
,1,113,240,0,,2000,,,343,343,17,False
,1,113,240,0,,2000,,,477,458,17,False
,1,113,240,0,,2000,,,297,471,17,False
,1,113,240,0,,2000,,,352,378,17,False
,1,113,240,0,,2000,,,351,502,17,False
,1,113,240,0,,2000,,,325,250,17,False
,1,113,240,0,,2000,,,428,537,17,False
,1,113,240,0,,2000,,,495,428,17,False
,1,113,240,0,,2000,,,573,285,17,False
,1,113,240,0,,2000,,,590,395,17,False
,1,113,240,0,,2000,,,343,281,17,False
,1,113,240,0,,2000,,,407,409,17,False
,1,113,240,0,,2000,,,462,500,17,False
,1,113,240,0,,2000,,,272,280,17,False
,1,113,240,0,,2000,,,515,457,17,False
,1,113,240,0,,2000,,,227,417,17,False
,1,113,240,0,,2000,,,464,536,17,False
,1,113,240,0,,2000,,,552,396,17,False
,1,113,240,0,,2000,,,387,379,17,False
,1,113,240,0,,2000,,,280,378,17,False
,1,113,240,0,,2000,,,307,219,17,False
,1,113,240,0,,2000,,,424,501,17,False
